"Attr2","Attr3","Attr4","Attr5","Attr6","Attr9","Attr10","Attr13","Attr18","Attr19","Attr20","Attr21","Attr22","Attr24","Attr29","Attr30","Attr31","Attr33","Attr39","Attr41","Attr43","Attr47","Attr51","Attr52","Attr53","Attr55","Attr59","Attr61","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
0.262756495227256,0.10733,1.05852578749519,34.382,-0.026711,0.741494865897675,0.67673,0.025634,-0.020067,-2379.55025618642,3.32413633552569,1.0853,0.0086596,-0.019018,4.5645,0.44185,-0.029744,1.78027713211902,0.008118121,0.21468,11.6624363403903,3.50226971619944,0.120676622969542,0.184635544125685,6.94272205310688,13.1392570719729,5.70987763353425,1.54674304538806,0.632661661568264,-0.0817192008,2538.29360206185,-0.0362892143099907,9.93850740706233,6.52286774335983,0,0
0,1,1.89781759150179,29.678,-1.1393,0.765872876381197,1,0.67994,0.76052,3187.18230620201,0,1.3337,0.7604,0.60072,1.2218,0,0.67994,3.69947314232481,0.67983907,0,11.6614371391626,1.53270804457537,0,0,6.95831625529025,13.1315166877507,5.70892246391631,3.66071529398182,4.40439966643257,-4.047959661,-3564.10289659694,0.63918,1.1185,6.52371502670596,0,1
0.390168712482173,0.1926,0.921524611200747,34.555,0,0.936474071004112,0.52277,-0.24074,-0.44076,-10640.1580343217,0,0.5004,-0.42986,0.7447,2.9728,0.31392,-0.28262,1.7510416359495,-0.290596602,-0.044852,11.662580138606,1.53270804457537,0.344787568224927,0.190669945156126,6.94314278940739,13.1318421317362,5.70933813708434,1.272019256099,1.57642178934047,-0.923568504,16157.7784031569,-0.843124127245251,7.88473520249221,6.52287647664653,0,0
0.16279039264832,0.63546,1.72983424157374,117.65,0.25154,0.769492754557247,0.81017,0.1315,0.14875,42914.1612898364,3.73461734578779,0.97491,0.14495,0.31527,5.4536,-0.18039,0.093023,2.20064095708168,0.128695729,0.02815,11.6620120926739,3.92520967783232,0.16279039264832,0.117356277941595,6.94602852419863,13.4373945309077,5.7089758387223,2.42393067302448,2.25307072064917,0.676040976,-48334.0717522927,0.147524593603812,1.7724168319013,6.52286953044647,0,0
0.239764652330446,0.23762,1.28642402458764,-26.928,0.61754,0.607851240457664,0.72905,0.39016,0.28269,515421.863578085,3.851062077067,1.4416,0.28433,0.61655,7.2973,0.33696,0.35156,1.49465537078996,0.459576426,0.028638,11.6622230159669,4.3252009595879,0.140552933806763,0.254021870959146,6.94301845988651,13.1314887631333,5.70946834319226,2.0364883846159,0.839416080606315,0.85033728,-414455.560990217,0.316027707290309,3.38401649692787,6.52287627304237,0,0
0.385337227922998,0.018859,0.735209525527446,-39.998,0,1.08108321488933,0.52989,0.091232,0.15255,11012.4586694358,3.58287984539075,1.0724,0,0.22983,4.0682,0.24418,0.15928,1.47265552676793,0.004467502,0.70567,11.6621333062158,3.86221702549253,0.381343165987755,0.2604778709609,6.94285713666892,13.1319208984446,5.70895913725121,2.02628468298711,1.54879893551463,0.32450436,-21094.1898264084,0.287889939421389,101.569542393552,6.52287183171288,0,0
0.226274644322417,0.42075,1.42043464263067,52.16,-0.013645,0.938432190598029,0.74608,0.08481,0.037068,7171.31392354456,3.96159381719389,0.96884,0.044479,0.11615,5.054,0.026201,0.02497,2.11492933460939,0.038583618,0.06195,11.6621818702084,4.06456725277626,0.183121236964519,0.128560307228081,6.9437710541115,13.2217144726106,5.70915783762144,2.21933935525887,1.61494567681471,0.1430826824,-10926.0846773965,0.0486971906497963,3.62115270350564,6.5228800961234,0,0
0.317231165908331,0.26743,1.2143841180191,18.308,0.14871,0.802436916710601,0.62668,0.18652,0.14571,26659.7029375024,4.34888341608063,1.3816,0.13334,0.1902,4.9982,0.33873,0.16624,1.52989674563458,0.111246454,0.081222,11.6625934840984,4.56633267940179,0.184111620340451,0.24405928436845,6.9430080340379,13.1829183497365,5.70982784554304,1.85831939906675,0.975508171132282,0.315202629,-31954.0963780183,0.187767281547201,4.48192050256142,6.52286934722858,0,0
0.61288028109064,0.0003502,0.715847077302937,-64.815,-0.006477,0.732738498107857,0.15256,0.10405,0.043455,6484.15006126871,4.08136063466381,1.5275,0.052525,-0.0050601,4.7943,0.73764,0.037987,1.06880578908544,0.050100153,0.21707,11.6629163907187,4.18468331402193,0.451534112962074,0.420701771683566,6.94221051101522,13.1315268839409,5.71491959351926,1.37804797797293,1.29937792507777,0.0407053024,-6797.87383821412,0.225655479811222,2993.71787549971,6.52286783602859,0,0
0.690919701569594,-0.012322,0.709236549689328,-98.196,-0.14454,1.15406938571867,0.004454,-0.054878,-0.13918,-4377.1721430974,4.59204441876916,0.85659,-0.11765,-0.14795,3.2373,0.45822,-0.056404,1.19625308381072,-0.032563707,-0.34625,11.6627029104183,4.59759859369172,0.671376918739976,0.360000408447308,6.94194452473657,13.1314414824346,5.73726859077526,1.97447679491739,3.67915772083035,-0.13980631,9361.34069486381,-31.2483161203413,-173.567602661906,6.52287161598521,0,0
0.600291486040593,-0.046809,0.65608840872647,-114.66,-0.028901,0.681874380629903,0.14423,0.051587,0.0030055,517.357460996988,3.94675288061583,0.78584,0.031181,-0.034146,4.9372,1.0118,0.0036995,1.15316360327261,0.032988436,0.38591,11.6623118994969,3.96303355984852,0.333904657494944,0.379271703225554,6.94208110863918,13.1234226162128,5.71942902475563,1.95263748399467,0.81053671658328,0.0036534858,-488.962685160693,0.0208382444706372,-20.1929116195603,6.52286777092988,0,0
0.394410901541659,0.047054,0.763521297687786,-30.895,0.056009,0.72293459744387,0.51649,0.037367,0.056009,5993.92957239209,3.5941016325818,0.81258,0.069275,0.056009,4.4619,0.14637,0.019367,1.94743755340773,0.067381578,0.13101,11.6618448712291,3.71378423931606,0.383894118180021,0.153896361776878,6.94289556311188,13.1341810725579,5.70902210871429,2.88653942945283,1.94068434687674,0.1158378138,-6162.32057636361,0.108441596158687,21.8493645598674,6.52286775123749,1,0
0.482012483449481,0.02964,0.750858857988032,1.4603,0.3028,0.728017579418255,0.38067,0.044432,0.086872,5220.38209738287,0.931415769619224,0.84129,0.10661,0.3028,3.8848,0.087399,0.027327,2.15115736922144,0.102647795,0.12648,11.6614403276583,1.82907131036179,0.338634183642963,0.123694417846312,6.94251507625968,13.1319340916578,5.71080500945335,3.78689393082714,1.88757176537511,0.1402635312,-5421.84269926665,0.22820815929808,35.0404858299595,6.52286779265421,0,0
0.424038221692107,0.043685,0.847463132443311,-18.305,0,0.894115059131549,0.47188,0.095398,0.0066538,310.684592661091,3.31444051773587,1.1318,0.038914,0.084999,3.6325,0.37381,0.0047098,2.30963021772068,0.027563703,0.10539,11.6617787641341,3.46228307363999,0.141030702376074,0.104576208169102,6.94243328580515,13.1318550684449,5.71156603040682,2.83533756277585,1.01353170104991,0.00871559115,-438.80041421719,0.00975438670848521,32.3406203502346,6.52287282928421,0,0
0.37420145343122,0.054872,0.799810397334098,-14.144,0,0.896810620564103,0.54617,-0.051413,-0.07748,-10407.791054857,3.34962334611611,0.99492,0,0.12525,4.6892,0.30018,-0.10894,1.69070448626245,0.000766098,3.3571,11.6620886938293,3.51258072363424,0.266363947368726,0.203822088239957,6.94269135501958,13.1367860685657,5.70982445036452,1.99102692151395,1.16876464768951,-0.17072718,14772.7456476518,-0.141860592855704,25.8674733926228,6.52287239185949,0,0
0.0315025430208516,0.18302,2.04950011249594,95.712,0.061574,0.687657640568751,0.96507,0.078378,-0.003161,-368.77198980629,4.42475081888366,1,-0.011261,0.0879,4.5482,-0.015455,-0.0085387,2.57192497119796,-0.011770916,0.050307,11.662817231344,4.42544166437068,0.0315025430208516,0.0794634630206626,6.94305427377919,13.1442184068854,5.70893251839919,1.64504635920183,0.386367096512027,-0.1804112794,352.871769872921,-0.00598288207073062,5.22718828543328,6.52286685498808,0,0
0.381056288578066,0.31753,1.05953148572694,40.13,0,0.82700958089537,0.53617,0.12164,0.085367,10962.6543376245,3.54671086809375,1.3994,0,0.13778,4.6442,0.29565,0.15145,1.29321918184013,0.009024001,0.23014,11.6626199162576,3.84790466266994,0.320727507764406,0.320742020078104,6.94356797991478,13.1588418725739,5.70945238318582,1.44143339989378,1.63329403868193,0.184051252,-13748.1122560909,0.159216293339799,3.94954807419771,6.52287504863313,0,0
1.21339824497309,-0.2954,0.40394328405446,-294.87,-1.074,0.337379681911024,-1.3649,-0.79249,-0.41218,-19711.3571395902,5.1602040644184,0.4609,-0.32108,-1.3289,3.6564,6.4056,-0.894,0.829555680339494,-0.889753321,-0.3917,11.6633973291025,4.56725749699809,0.431425209777696,0.573135413124973,6.94012033418478,13.128826446704,5.70447737486711,1.90214485405844,0.397436162212149,-0.174290313,7271.22729923384,0.301985493442743,-1.24881516587678,6.5228694634849,0,0
0.329116679286788,0.28534,1.10344028179692,-8.4639,0.16002,1.18340400959843,0.61026,0.043525,0.051804,2886.9546534213,4.00647827444581,1.0437,0.056778,0.19875,3.8094,0.16512,0.026701,2.12750525156905,0.025241592,0.12715,11.6621335043355,4.09402284380961,0.25804726732209,0.126852890995924,6.94326922671502,13.1351234206824,5.70944042155453,2.39827248346366,1.84272421965095,0.098424088,-6446.76124087759,0.0628584537738013,7.82610219387398,6.52287556979285,0,0
0.345700949320547,0.13754,0.965849743261945,7.2797,0,0.823329032230245,0.58702,0.18203,0.19018,13525.8926038775,3.53003025350512,1.1639,0.21778,0.45098,4.0533,0.31196,0.17,1.68871109332861,0.168507666,0.054124,11.6622259444262,3.78828804213988,0.212236282742157,0.204270571761628,6.94277266088765,13.1314867955683,5.70991929190477,1.85102632263518,1.09524489201333,0.371515402,-16848.9776618792,0.261370992470444,9.05700159953468,6.52287396390106,0,0
0.448447966280019,0.020497,0.733626236283413,-61.146,0,0.874205856922656,0.43412,0.12436,0.090206,18084.0578924805,4.10500421240592,1.1759,0.10825,0.22086,5.0896,0.37869,0.0788,1.19972379003652,0.066179833,0.10047,11.6625533609841,4.22684396419407,0.437919390772884,0.358506266044306,6.94284197809308,13.1364642905819,5.709047735719,1.72118500840208,1.42873459758009,0.1256461528,-24677.3356984229,0.163777296600018,66.5755964287457,6.52287181827575,0,0
0.181020711060906,0.56509,1.58778905790877,69.887,0.1373,0.77627941840861,0.78177,0.19214,0.11914,35620.9553900983,3.74009524549821,1.5477,0.11194,0.18338,5.4893,0.085343,0.13063,1.61506206718432,0.098106924,0.038825,11.6624741432421,3.94210011992463,0.181020711060906,0.221742570398582,6.94505684405595,13.428260052202,5.70900640895726,1.63101349652489,1.58042401050741,0.543124976,-40643.2908683621,0.1378666359671,2.01914739245076,6.52286981121702,0,0
0.844193045433725,-0.96874,0.272618433391774,-232.88,0.006412,0.668183668779701,-0.32608,-1.0898,-1.0561,-48297.1708199118,4.1113655465564,0.56942,-1.0325,-0.64947,3.6117,1.4299,-1.1224,0.871084139036076,-1.002657026,-0.045236,11.6624080088425,3.54401840837995,0.84311770713624,0.542144042023383,6.94137822885194,13.1236002122087,5.70889724191781,1.92613739302727,0.885177619918862,-0.79640501,44351.2571222054,3.23877576054956,-0.947953011127857,6.52286872138171,0,0
0.418144385265238,-0.049117,0.651355445159623,-96.303,0,0.772730244151785,0.48086,0.17039,0.12119,7563.95641800338,4.33964091817744,1.062,0.13951,0.16117,3.9227,0.45268,0.12284,1.37267706516071,-0.003890056,0.08185,11.6622697841579,4.38224786020171,0.326566190501747,0.292266547667887,6.94256760677531,13.1306686132562,5.70983886267096,2.56002572548516,0.996806484567329,0.195230505,-8572.03870553623,0.210768206962525,-23.0734776146752,6.52287115590199,0,0
