,Attr2,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr13,Attr18,Attr19,Attr20,Attr21,Attr22,Attr24,Attr29,Attr30,Attr31,Attr33,Attr39,Attr41,Attr43,Attr47,Attr51,Attr52,Attr53,Attr55,Attr59,Attr61,Attr64,Attr65,Attr66,Attr67,Attr68,Attr69,Attr70,class
0,0.262756495227256,0.10733,1.0585257874951899,34.382,-0.026711000000000002,0.741494865897675,0.67673,0.025633999999999997,-0.020066999999999998,-2379.55025618642,3.3241363355256897,1.0853,0.0086596,-0.019018,4.5645,0.44185,-0.029744,1.7802771321190198,0.008118120999999999,0.21468,11.6624363403903,3.50226971619944,0.120676622969542,0.18463554412568497,6.9427220531068805,13.1392570719729,5.7098776335342505,1.54674304538806,0.6326616615682641,-0.0817192008,2538.29360206185,-0.0362892143099907,9.93850740706233,6.52286774335983,0,0
1,0.0,1.0,1.89781759150179,29.678,-1.1393,0.7658728763811969,1.0,0.67994,0.76052,3187.18230620201,0.0,1.3337,0.7604,0.60072,1.2218,0.0,0.67994,3.69947314232481,0.67983907,0.0,11.6614371391626,1.5327080445753702,0.0,0.0,6.958316255290249,13.1315166877507,5.70892246391631,3.66071529398182,4.40439966643257,-4.047959661,-3564.10289659694,0.63918,1.1185,6.52371502670596,1,0
2,0.390168712482173,0.1926,0.921524611200747,34.555,0.0,0.9364740710041121,0.52277,-0.24074,-0.44076000000000004,-10640.158034321701,0.0,0.5004,-0.42986,0.7447,2.9728,0.31392,-0.28262,1.7510416359494998,-0.290596602,-0.044851999999999996,11.662580138606,1.5327080445753702,0.34478756822492707,0.19066994515612604,6.943142789407389,13.1318421317362,5.70933813708434,1.272019256099,1.57642178934047,-0.923568504,16157.778403156899,-0.843124127245251,7.88473520249221,6.52287647664653,0,0
3,0.16279039264832001,0.63546,1.72983424157374,117.65,0.25154,0.769492754557247,0.81017,0.1315,0.14875,42914.161289836404,3.73461734578779,0.97491,0.14495,0.31527,5.4536,-0.18039000000000002,0.09302300000000001,2.2006409570816805,0.128695729,0.02815,11.6620120926739,3.9252096778323198,0.16279039264832001,0.117356277941595,6.9460285241986295,13.4373945309077,5.708975838722299,2.42393067302448,2.25307072064917,0.6760409759999999,-48334.07175229269,0.14752459360381198,1.7724168319013,6.52286953044647,0,0
5,0.385337227922998,0.018859,0.735209525527446,-39.998000000000005,0.0,1.08108321488933,0.52989,0.09123200000000001,0.15255,11012.4586694358,3.58287984539075,1.0724,0.0,0.22983,4.0682,0.24418,0.15928,1.4726555267679298,0.004467502,0.70567,11.662133306215802,3.8622170254925297,0.381343165987755,0.2604778709609,6.942857136668921,13.1319208984446,5.7089591372512105,2.02628468298711,1.5487989355146299,0.32450436,-21094.1898264084,0.287889939421389,101.569542393552,6.52287183171288,0,0
6,0.226274644322417,0.42075,1.42043464263067,52.16,-0.013645,0.9384321905980291,0.74608,0.08481,0.037068000000000004,7171.31392354456,3.96159381719389,0.9688399999999999,0.044479000000000005,0.11615,5.053999999999999,0.026201,0.02497,2.11492933460939,0.038583618,0.06195,11.6621818702084,4.06456725277626,0.18312123696451899,0.128560307228081,6.9437710541115,13.2217144726106,5.709157837621441,2.21933935525887,1.61494567681471,0.1430826824,-10926.0846773965,0.0486971906497963,3.62115270350564,6.522880096123401,0,0
7,0.317231165908331,0.26743,1.2143841180191002,18.308,0.14870999999999998,0.802436916710601,0.62668,0.18652,0.14570999999999998,26659.702937502403,4.34888341608063,1.3816,0.13334000000000001,0.1902,4.9982,0.33873000000000003,0.16624,1.52989674563458,0.11124645400000001,0.081222,11.662593484098402,4.56633267940179,0.184111620340451,0.24405928436845,6.9430080340379,13.1829183497365,5.70982784554304,1.8583193990667501,0.975508171132282,0.315202629,-31954.0963780183,0.18776728154720101,4.481920502561421,6.522869347228579,0,0
8,0.61288028109064,0.0003502,0.7158470773029371,-64.815,-0.006476999999999999,0.7327384981078571,0.15256,0.10405,0.043455,6484.15006126871,4.0813606346638105,1.5275,0.052525,-0.0050601000000000005,4.7943,0.73764,0.037987,1.0688057890854399,0.050100153,0.21706999999999999,11.6629163907187,4.18468331402193,0.45153411296207396,0.42070177168356604,6.94221051101522,13.1315268839409,5.71491959351926,1.37804797797293,1.29937792507777,0.040705302400000004,-6797.87383821412,0.225655479811222,2993.71787549971,6.52286783602859,0,0
9,0.690919701569594,-0.012322,0.709236549689328,-98.196,-0.14454,1.15406938571867,0.004454,-0.054877999999999996,-0.13918,-4377.1721430974,4.59204441876916,0.85659,-0.11765,-0.14795,3.2373,0.45821999999999996,-0.056403999999999996,1.19625308381072,-0.032563707000000004,-0.34625,11.6627029104183,4.597598593691719,0.6713769187399762,0.360000408447308,6.94194452473657,13.1314414824346,5.73726859077526,1.9744767949173898,3.67915772083035,-0.13980631,9361.34069486381,-31.2483161203413,-173.56760266190602,6.52287161598521,0,0
10,0.600291486040593,-0.046808999999999996,0.6560884087264699,-114.66,-0.028901,0.6818743806299029,0.14423,0.051587,0.0030055,517.357460996988,3.9467528806158296,0.78584,0.031181,-0.034145999999999996,4.9372,1.0118,0.0036994999999999997,1.1531636032726102,0.032988436,0.38591,11.6623118994969,3.9630335598485202,0.33390465749494397,0.3792717032255539,6.942081108639179,13.123422616212801,5.719429024755629,1.9526374839946699,0.81053671658328,0.0036534858,-488.96268516069296,0.0208382444706372,-20.192911619560302,6.522867770929881,0,0
11,0.39441090154165903,0.047054,0.7635212976877859,-30.895,0.056009,0.72293459744387,0.51649,0.037367000000000004,0.056009,5993.9295723920895,3.5941016325817996,0.81258,0.069275,0.056009,4.4619,0.14637,0.019367,1.94743755340773,0.067381578,0.13101,11.6618448712291,3.71378423931606,0.38389411818002095,0.15389636177687802,6.94289556311188,13.1341810725579,5.70902210871429,2.88653942945283,1.9406843468767399,0.11583781380000001,-6162.32057636361,0.10844159615868698,21.849364559867396,6.52286775123749,0,1
12,0.48201248344948106,0.029639999999999996,0.750858857988032,1.4603,0.3028,0.728017579418255,0.38067,0.044432,0.086872,5220.382097382871,0.9314157696192241,0.84129,0.10661,0.3028,3.8848,0.087399,0.027326999999999997,2.15115736922144,0.102647795,0.12648,11.661440327658301,1.8290713103617902,0.33863418364296305,0.12369441784631201,6.94251507625968,13.1319340916578,5.710805009453349,3.7868939308271403,1.8875717653751103,0.14026353119999999,-5421.84269926665,0.22820815929807997,35.0404858299595,6.5228677926542105,0,0
13,0.42403822169210703,0.043685,0.847463132443311,-18.305,0.0,0.894115059131549,0.47188,0.095398,0.0066538,310.684592661091,3.31444051773587,1.1318,0.038914,0.084999,3.6325,0.37381,0.0047098,2.3096302177206804,0.027563703,0.10539000000000001,11.6617787641341,3.46228307363999,0.141030702376074,0.104576208169102,6.9424332858051505,13.131855068444901,5.7115660304068205,2.8353375627758504,1.01353170104991,0.00871559115,-438.80041421719,0.00975438670848521,32.3406203502346,6.522872829284211,0,0
14,0.37420145343121997,0.054872000000000004,0.7998103973340981,-14.144,0.0,0.896810620564103,0.5461699999999999,-0.051413,-0.07748,-10407.791054857,3.3496233461161102,0.99492,0.0,0.12525,4.6892,0.30018,-0.10894000000000001,1.6907044862624498,0.000766098,3.3571,11.6620886938293,3.51258072363424,0.26636394736872604,0.20382208823995698,6.94269135501958,13.1367860685657,5.709824450364519,1.99102692151395,1.16876464768951,-0.17072718,14772.7456476518,-0.14186059285570402,25.8674733926228,6.522872391859489,0,0
