"Attr2","Attr3","Attr4","Attr5","Attr6","Attr9","Attr10","Attr13","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr24","Attr25","Attr26","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr38","Attr39","Attr41","Attr43","Attr47","Attr49","Attr51","Attr52","Attr53","Attr55","Attr57","Attr59","Attr60","Attr61","Attr63","Attr64","Attr65","Attr66","Attr67","Attr68","Attr69","class","Attr70"
0.262756495227256,0.10733,1.05852578749519,34.382,-0.026711,0.741494865897675,0.67673,0.025634,1.2022513234276,-0.020067,-2379.55025618642,3.32413633552569,1.0853,0.0086596,-0.019018,0.67673,0.042607,4.5645,0.44185,-0.029744,4.31768809353898,1.78027713211902,6.63006157758408,0.84898,0.008118121,0.21468,11.6624363403903,3.50226971619944,-0.026907284,0.120676622969542,0.184635544125685,6.94272205310688,13.1392570719729,-0.036289,5.70987763353425,2.68321091108856,1.54674304538806,8.8035158507023,0.632661661568264,-0.0817192008,2538.29360206185,-0.0362892143099907,9.93850740706233,6.52286774335983,0,0
0,1,1.89781759150179,29.678,-1.1393,0.765872876381197,1,0.67994,0.575770312406373,0.76052,3187.18230620201,0,1.3337,0.7604,0.60072,-0.50015,7.5076,1.2218,0,0.67994,0,3.69947314232481,6.70746362278664,1,0.67983907,0,11.6614371391626,1.53270804457537,0.67983907,0,0,6.95831625529025,13.1315166877507,0.63918,5.70892246391631,3.99386102364378,3.66071529398182,9.49833250617885,4.40439966643257,-4.047959661,-3564.10289659694,0.63918,1.1185,6.52371502670596,0,1
0.390168712482173,0.1926,0.921524611200747,34.555,0,0.936474071004112,0.52277,-0.24074,0.739744465936728,-0.44076,-10640.1580343217,0,0.5004,-0.42986,0.7447,0.46954,-0.76605,2.9728,0.31392,-0.28262,4.35246908243156,1.7510416359495,6.63543041200872,0.58832,-0.290596602,-0.044852,11.662580138606,1.53270804457537,-0.332569472,0.344787568224927,0.190669945156126,6.94314278940739,13.1318421317362,-0.84313,5.70933813708434,3.18013499655177,1.272019256099,8.80282046423352,1.57642178934047,-0.923568504,16157.7784031569,-0.843124127245251,7.88473520249221,6.52287647664653,0,0
0.16279039264832,0.63546,1.72983424157374,117.65,0.25154,0.769492754557247,0.81017,0.1315,1.73276996820603,0.14875,42914.1612898364,3.73461734578779,0.97491,0.14495,0.31527,0.81017,1.0241,5.4536,-0.18039,0.093023,3.83837646525985,2.20064095708168,6.63110532827433,0.81017,0.128695729,0.02815,11.6620120926739,3.92520967783232,0.074069964,0.16279039264832,0.117356277941595,6.94602852419863,13.4373945309077,0.14752,5.7089758387223,2.29558061884116,2.42393067302448,8.80322353117641,2.25307072064917,0.676040976,-48334.0717522927,0.147524593603812,1.7724168319013,6.52286953044647,0,0
0.239764652330446,0.23762,1.28642402458764,-26.928,0.61754,0.607851240457664,0.72905,0.39016,1.30581614195833,0.28269,515421.863578085,3.851062077067,1.4416,0.28433,0.61655,0.62819,0.96487,7.2973,0.33696,0.35156,4.85015350390676,1.49465537078996,6.63256275308917,0.84909,0.459576426,0.028638,11.6622230159669,4.3252009595879,0.315006653,0.140552933806763,0.254021870959146,6.94301845988651,13.1314887631333,0.31602,5.70946834319226,2.18912519907957,2.0364883846159,8.80306689625548,0.839416080606315,0.85033728,-414455.560990217,0.316027707290309,3.38401649692787,6.52287627304237,0,0
0.385337227922998,0.018859,0.735209525527446,-39.998,0,1.08108321488933,0.52989,0.091232,0.754806560946673,0.15255,11012.4586694358,3.58287984539075,1.0724,0,0.22983,0.095462,0.37174,4.0682,0.24418,0.15928,4.69683737451392,1.47265552676793,6.63439548463122,0.52989,0.004467502,0.70567,11.6621333062158,3.86221702549253,-0.011592796,0.381343165987755,0.2604778709609,6.94285713666892,13.1319208984446,0.28788,5.70895913725121,2.43676627446007,2.02628468298711,8.80288619378301,1.54879893551463,0.32450436,-21094.1898264084,0.287889939421389,101.569542393552,6.52287183171288,0,0
0.226274644322417,0.42075,1.42043464263067,52.16,-0.013645,0.938432190598029,0.74608,0.08481,1.37072376612893,0.037068,7171.31392354456,3.96159381719389,0.96884,0.044479,0.11615,0.57667,0.50598,5.054,0.026201,0.02497,3.93331471956243,2.11492933460939,6.63761026282163,0.74608,0.038583618,0.06195,11.6621818702084,4.06456725277626,-0.03128774,0.183121236964519,0.128560307228081,6.9437710541115,13.2217144726106,0.048697,5.70915783762144,2.08961462000017,2.21933935525887,8.80340543078442,1.61494567681471,0.1430826824,-10926.0846773965,0.0486971906497963,3.62115270350564,6.5228800961234,0,0
0.317231165908331,0.26743,1.2143841180191,18.308,0.14871,0.802436916710601,0.62668,0.18652,0.985331602209143,0.14571,26659.7029375024,4.34888341608063,1.3816,0.13334,0.1902,0.62668,0.36282,4.9982,0.33873,0.16624,4.62389379998619,1.52989674563458,6.63049492461294,0.79785,0.111246454,0.081222,11.6625934840984,4.56633267940179,0.096412481,0.184111620340451,0.24405928436845,6.9430080340379,13.1829183497365,0.18777,5.70982784554304,1.75405760204404,1.85831939906675,8.80315718322985,0.975508171132282,0.315202629,-31954.0963780183,0.187767281547201,4.48192050256142,6.52286934722858,0,0
0.61288028109064,0.0003502,0.715847077302937,-64.815,-0.006477,0.732738498107857,0.15256,0.10405,0.1675462712118,0.043455,6484.15006126871,4.08136063466381,1.5275,0.052525,-0.0050601,0.15256,0.13006,4.7943,0.73764,0.037987,5.25702651213016,1.06880578908544,6.63010552082147,0.42759,0.050100153,0.21707,11.6629163907187,4.18468331402193,-0.021982068,0.451534112962074,0.420701771683566,6.94221051101522,13.1315268839409,0.22565,5.71491959351926,1.98357745849936,1.37804797797293,8.80254209617583,1.29937792507777,0.0407053024,-6797.87383821412,0.225655479811222,2993.71787549971,6.52286783602859,0,0
0.690919701569594,-0.012322,0.709236549689328,-98.196,-0.14454,1.15406938571867,0.004454,-0.054878,0.004489905272852,-0.13918,-4377.1721430974,4.59204441876916,0.85659,-0.11765,-0.14795,-0.024494,-0.11789,3.2373,0.45822,-0.056404,5.06997281344176,1.19625308381072,6.63294757504728,0.004454,-0.032563707,-0.34625,11.6627029104183,4.59759859369172,-0.065207837,0.671376918739976,0.360000408447308,6.94194452473657,13.1314414824346,-31.247,5.73726859077526,1.55521401222365,1.97447679491739,8.80260193111136,3.67915772083035,-0.13980631,9361.34069486381,-31.2483161203413,-173.567602661906,6.52287161598521,0,0
0.600291486040593,-0.046809,0.65608840872647,-114.66,-0.028901,0.681874380629903,0.14423,0.051587,0.195237782060501,0.0030055,517.357460996988,3.94675288061583,0.78584,0.031181,-0.034146,0.14423,0.050944,4.9372,1.0118,0.0036995,5.13190852821413,1.15316360327261,6.63007357309541,0.57047,0.032988436,0.38591,11.6623118994969,3.96303355984852,-0.008170142,0.333904657494944,0.379271703225554,6.94208110863918,13.1234226162128,0.020838,5.71942902475563,2.10287726715745,1.95263748399467,8.80262440170974,0.81053671658328,0.0036534858,-488.962685160693,0.0208382444706372,-20.1929116195603,6.52286777092988,0,0
0.394410901541659,0.047054,0.763521297687786,-30.895,0.056009,0.72293459744387,0.51649,0.037367,0.726678663768738,0.056009,5993.92957239209,3.5941016325818,0.81258,0.069275,0.056009,0.51649,0.2235,4.4619,0.14637,0.019367,4.12268903523124,1.94743755340773,6.63021266801205,0.53201,0.067381578,0.13101,11.6618448712291,3.71378423931606,0.016748371,0.383894118180021,0.153896361776878,6.94289556311188,13.1341810725579,0.10844,5.70902210871429,2.42621765343932,2.88653942945283,8.80259620039665,1.94068434687674,0.1158378138,-6162.32057636361,0.108441596158687,21.8493645598674,6.52286775123749,1,0
