"X1","Attr1","Attr5","Attr6","Attr10","Attr15","Attr17","Attr18","Attr19","Attr20","Attr21","Attr26","Attr27","Attr29","Attr41","Attr42","Attr45","Attr46","Attr47","Attr54","Attr55","Attr57","Attr59","Attr60","Attr61","Attr63","Attr64","class"
0,0.825518137321713,0.354326422266702,0.446454863694603,0.935388340610723,0.535183129229095,0.39024850501517,0.825624358933626,0.198564797040791,0.326249808384058,0.113042321982056,0.581284529839653,0.795795173362837,0.81118608375412,0.440451854525383,0.730249857627721,0.389760175628646,0.267300234831777,0.295388730569755,0.126600075401129,0.324338557173947,0.278213984920124,0.362918572616774,0.223740481191145,0.13322094724945,0.29041623260278,0.0635215059471454,0
0.000145900204260286,0.840843986326578,0.354318655425186,0.442477845647136,0.93737682389352,0.533641318301576,0.281383067112082,0.843567559606199,0.200600636340139,0,0.0944792474747003,0.583963780784473,0.795823114636133,0.43199812328476,0.440374457346566,0.731493747786704,0.389849647052701,0.492632648039223,0.129271792382819,0.129951249298569,0.322301681785233,0.280834923318695,0.362622597061104,0.432770639315737,0.315668322984215,0.341676945111959,0.313908692019182,0
0.000291800408520572,0.815516689973631,0.354326707906432,0.446549883755829,0.934435768234103,0.53352499274516,0.353376093704847,0.815516689973632,0.197817294131639,0,0.076257037815924,0.578315008313182,0.795771781121995,0.668381777793552,0.440358285218863,0.729697669465829,0.3900119138048,0.267523845795458,0.129271792382819,0.126726528856404,0.322387322087507,0.275078484615677,0.362768420150325,0.225466340372851,0.109510780552114,0.244347262408617,0.158280634181615,0
0.000437700612780858,0.828908307165296,0.354463880850941,0.447443646789772,0.936211051801532,0.533716202947512,0.432543016677524,0.82959170095182,0.198917038754157,0.366536769394677,0.10663889613655,0.584865091193603,0.795795727888842,0.874995099907181,0.440384606952363,0.73039503355564,0.389965683611498,0.292800288656352,0.331060368820828,0.127676033973799,0.402793170682549,0.278927559503961,0.362622597061104,0.191417793565925,0.208927040740379,0.365882636655434,0.226220210391551,0
0.000583600817041144,0.831492918076093,0.354225179938612,0.448740727150575,0.935711234394766,0.533718240102288,0.398504997917483,0.832704541014003,0.199658740732097,0.377965323290367,0.132311524145182,0.58464974446727,0.79590355632593,0.984272973184389,0.440384782900587,0.730885499731274,0.390248804827533,0.273169449459713,0.364796467559952,0.126693549809161,0.322294333446407,0.279581463414303,0.362814079916837,0.18254097111994,0.175488650612107,0.2921417149473,0.0842808788762299,0
0.00072950102130143,0.829680436630914,0.354203593702167,0.446549883755829,0.934479900134617,0.533880813692962,0.354576888359903,0.829680436630915,0.198878641728506,0.351644380686022,0.112305410749299,0.582488105219344,0.795795087478936,0.771257893080205,0.440628810555812,0.730225910134988,0.3899945709201,0.256059627368801,0.3257474371743,0.126571355563813,0.322408049478426,0.279472275402086,0.362622597061104,0.203190608887642,0.174608015312287,0.258552448120637,0.155507135409431,0
0.000875401225561716,0.826955300159696,0.354355774335515,0.446501346553957,0.935816246202652,0.533816298153311,0.403679625226964,0.826972631984993,0.198719946065275,0.38881354231537,0.106280252484371,0.582978160345564,0.795796935925651,0.847414952520876,0.440396793343406,0.730280377702023,0.389877639521895,0.274691789988303,0.34281407727097,0.12688969725428,0.346037150571339,0.278543947336229,0.362622597061104,0.174243246645571,0.191269690200757,0.340742080023613,0.162148661551243,0
0.001021301429822,0.828865004902765,0.354299881597122,0.447078504010962,0.93507906874143,0.533844630892023,0.372955024815808,0.829520694564043,0.199127099127346,0.426824365179515,0.129204514430441,0.582455524857729,0.795796231166914,0.843427466369974,0.440403741580079,0.730509707616524,0.389961087549041,0.266825023677332,0.385134019601267,0.126732411640639,0.335827984515522,0.279083779861351,0.362940190094939,0.146262707227553,0.160111691963577,0.264950606083159,0.0979453339229258,0
0.00116720163408229,0.826910411989682,0.354162602886778,0.446526844844772,0.932130388139396,0.534273268359414,0.307758765344827,0.82712299769501,0.198759133459143,0.40056814480647,0.136670454398594,0.58160461251001,0.795795389436496,0.828552896024406,0.440452716090523,0.730311576196469,0.38988113262077,0.256579358440221,0.352944916334644,0.126561827722331,0.322304364903834,0.279230789750577,0.364713090383627,0.165401300811089,0.118661639590722,0.173555545372248,0.130463782898431,0
0.00131310183834257,0.822794998079466,0.354107459704686,0.44603545006559,0.93120216388339,0.532884178425487,0.294759430752721,0.822794998079467,0.198463417785719,0.450689580840432,0.099518982353671,0.580696566093861,0.795791658558977,0.695429178923305,0.440249593903896,0.730123265995865,0.389804875806029,0.252253490731931,0.387771052006135,0.126253468617198,0.322281891571573,0.152926928410472,0.362622597061104,0.129682064876878,0.170136711004972,0.185298038613387,0.369407825340219,0
