,pca1,pca2,pca3,Attr5,Attr6,Attr9,Attr15,Attr17,Attr18,Attr20,Attr21,Attr26,Attr27,Attr29,Attr41,Attr42,Attr45,Attr46,Attr47,Attr54,Attr55,Attr57,Attr59,Attr60,Attr61,Attr63,Attr64,class
0,-0.7360269135002553,-0.34874721063897696,-0.05803971451047609,-0.0070315701232758375,-0.004030015066586723,-0.055249446804877464,0.03246991097335967,-0.029024469396879023,-0.1292518382809693,-0.10367480043399345,-0.026172848920962194,-0.03335377679070463,-0.04713266093781766,0.7087558260275747,-0.018570632390942185,0.027572720146471188,-0.028603734689568044,-0.02191273343476011,-0.05114862185418826,-0.04555292053865075,-0.05809119442704209,-0.03154933881831438,-0.016588068546148416,-0.04654786405496771,-0.024824666372993194,-0.06712857586115824,-0.08849839498059082,0
1,-1.3468507749545235,3.477502101914299,-0.11781301985761665,-0.007454066281837824,-0.23554302788036044,-0.0517795039369742,-0.036294221250439,0.0068874936751434695,1.0311226827328248,-0.18337352412622168,-0.004430115884437856,0.005109565361336367,-0.042701709477203253,-3.1818557218262558,-0.023785025842504106,0.09540817233115435,-0.026430648607178545,0.005427465434841589,-0.06695539178089602,0.005472106329623815,-0.1137865421912548,0.09913342082970995,-0.028334912727566948,-0.048775164955192025,0.012525240897005688,-0.033076452706933095,-0.09051178161622024,0
2,-0.1791470309855281,-2.5376030763439563,-0.033529286108251975,-0.007016031918351127,0.001522455741265499,-0.024981428805432238,-0.0414618370215794,-0.0330886070627455,-0.7596368374969282,-0.18337352412622168,-0.15752667338804946,-0.05889319100985424,-0.04859167531771276,-1.1438442878680612,-0.024874467700955766,-0.0025005969253330137,-0.019466453577915155,-0.02184057082422808,-0.06695539178089602,-0.042600975869581344,-0.1114528919133712,-0.18740837283982145,-0.02254854524911427,-0.0495744328889579,-0.026057120963532594,-0.09723980089067513,-0.08136656309101357,0
3,-1.168293991425132,0.404211554488682,-0.06794263383477557,0.00044703810085575937,0.05379754013723666,-0.051257012014390604,-0.03296605019318031,-0.02134427401068111,0.1227195595553576,-0.061745726008517035,-0.05094893793499964,-0.0023629474091683695,-0.04709806844976283,1.7435907580277066,-0.02310127508385841,0.0354834070016445,-0.023507599342485343,-0.012761753684387585,-0.04147962267630376,-0.0204039344129904,2.419676804530561,0.003993974709813713,-0.028334912727566948,-0.048031210036230884,-0.017620947683032302,0.005353203942743418,-0.07007520583787302,0
4,-0.821224722796133,1.1560089492662793,-0.08903650778699898,-0.012538315624423443,0.12981759332529264,-0.07284126662887787,-0.03287549435652392,-0.027826899983893087,0.3222331433319257,-0.046371046362703026,0.053748952187291775,-0.004232922877766182,-0.04036644644060641,3.889496914960159,-0.02308942181494575,0.06222172357521521,-0.016484012070917854,-0.019973808328177054,-0.027693423861578133,-0.04337093823037013,-0.11398674743523829,0.03658889664624404,-0.02073627645199963,-0.04834758168426032,-0.021582720043517373,-0.06582391292134565,-0.08745474422795554,0
5,0.11948786670953336,0.1794449813559798,-0.0677413536775427,-0.013712266980770833,0.001522455741265499,0.0015961077966910884,-0.025645920628256835,-0.032983719516067385,0.12838482972668475,-0.07927667901882661,-0.02906779005635698,-0.02296046220736345,-0.0471380185307823,0.13110586904673452,-0.006645654591731779,0.026267977132939026,-0.022791121185428108,-0.025373842098846574,-0.04319110266637969,-0.04622322180545003,-0.11088797603641513,0.03114465463266751,-0.028334912727566948,-0.047556150151480736,-0.021667714163255615,-0.08885993676686352,-0.08168463846341034,0
6,-0.8311231516661953,-0.11453173029830388,-0.06149533897323022,-0.005434826900210608,-0.0013139253598787749,-0.024646576342970947,-0.02851556739143716,-0.027010609439411297,-0.04391047994726004,-0.030027385272401848,-0.05231149599329993,-0.01872170489588196,-0.047022707674171424,1.2784911754978974,-0.022280292909825906,0.029235627744154984,-0.025691105231298854,-0.019455363942522813,-0.0372876789266498,-0.038790488698553005,0.5607060194997613,-0.01511720560092845,-0.028334912727566948,-0.04861435955456878,-0.019902951647550814,-0.022665840850494022,-0.08090803607166035,0
7,-0.6626827905361102,0.40057656414591464,-0.07275490106525966,-0.00847528379835023,0.03243024434776476,-0.04641402750288382,-0.027255437718940487,-0.031164698743212916,0.11818713765283849,0.04380405480874021,0.04029531454293545,-0.02324212501648647,-0.04706667268419429,1.213544837396889,-0.021812189545571042,0.041733244780471544,-0.023621590155403712,-0.022065649590318565,-0.01629206288636686,-0.04246362332463094,0.2636739959262201,0.011778965222402248,-0.0157297440360523,-0.04934118867548438,-0.022949078947823918,-0.08483599220538593,-0.08664016115808361,0
8,0.6449711671979161,-0.09573981523147734,-0.06071129487522673,-0.015941365734341927,0.00017609281050787122,-0.05647533983869904,-0.008170554743909986,-0.03610005349381395,-0.03437437977476512,-0.010159722238324018,0.07300656348643757,-0.030592112170498405,-0.04711918184422982,0.9762230033682904,-0.01851258245825554,0.03093557760349708,-0.025604481901071768,-0.02522079274161437,-0.03317507858878451,-0.0464455837895575,-0.11371343942048265,0.019106154468328754,0.05482957484168338,-0.04887088486375532,-0.025621100852623275,-0.12952163958147014,-0.08419166303185639,0
9,1.3997738593213958,-0.9040828440354398,-0.05433645674728373,-0.018939753804305647,-0.02852655129194649,0.0165394905334545,-0.0698779178091072,-0.03668685205270593,-0.30737723651822535,0.10704276200307346,-0.07751245149258788,-0.03842224907280853,-0.04735191554013252,-0.8359893339663237,-0.03219556192492072,0.020676092808936435,-0.027495417334625835,-0.026474875556296105,-0.014602192114230337,-0.053639072427259654,-0.11432571405161389,-5.8699845338220635,-0.028334912727566948,-0.04966990136609454,-0.022086130838082602,-0.12510323512942162,0.002488392963959225,0
10,0.4574730634965528,-0.2303447748517638,-0.05876666857925215,-0.020418627588837307,-0.004485266705601176,-0.0633881489537969,0.0413807389874406,-0.03599054457639834,-0.09478111954692985,-0.032328016914240705,-0.09339998993472308,-0.03309050127559843,-0.047123821751463985,1.1425461523760718,-0.014411745113170837,0.03016977183712334,-0.026314165737937725,-0.025581616694872848,-0.04039896938513893,-0.04738558430704937,-0.17159991887799397,-0.020504092455516192,0.10796299767387084,-0.04858031819411479,-0.022256119864024884,-0.12865903022820713,-0.08761380063132362,0
